RefundID,Date,GameTitle,Genre,PlatformStorefront,Region,PurchasePriceGBP,HoursPlayed,RefundRequested,RefundReason,ComplaintCategory,Escalated,EscalationTier,ResolutionStatus,ResolutionDays,SupportNotes
RF-500125,2026-05-02,LifeSpace,Life Simulation,Xbox Store,DE,49.99,15.8,FALSE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500126,2025-12-11,Hearthwild,Survival Crafting,Xbox Store,CA,34.99,8.0,FALSE,"Server rollback","Server / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for server rollback"
RF-500127,2026-01-08,Hearthwild,Survival Crafting,PlayStation Store,DE,34.99,4.0,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500128,2026-04-26,Hearthwild,Survival Crafting,PlayStation Store,DE,34.99,4.7,FALSE,"Anti-cheat false positive","Anti-cheat / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for anti-cheat false positive"
RF-500129,2025-11-24,Club Director Pro,Strategy Management,Steam,DE,39.99,9.4,FALSE,"Localization error","Localization / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500130,2026-01-19,TownLife,Life Simulation,PlayStation Store,FR,0.00,14.2,FALSE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500131,2025-12-18,Apex Circuit,Racing,Steam,US,59.99,10.5,FALSE,"Career mode repetition","Career / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500132,2026-02-03,Apex Circuit,Racing,Xbox Store,JP,59.99,6.2,FALSE,"Career mode repetition","Career / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500133,2025-12-06,TownLife,Life Simulation,PlayStation Store,JP,0.00,5.0,FALSE,"Mod update broke save","Mod / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod update broke save"
RF-500134,2026-01-25,Zero Hour Arena,Shooter Live Service,PlayStation Store,BR,0.00,11.1,FALSE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500135,2026-04-02,Zero Hour Arena,Shooter Live Service,Xbox Store,DE,0.00,7.6,FALSE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500136,2026-02-04,LifeSpace,Life Simulation,Epic Store,US,49.99,17.6,TRUE,"DLC value complaint","DLC / support",TRUE,"Platform escalation","Denied",5,"Escalated because player supplied logs or payment evidence for dlc value complaint"
RF-500137,2026-05-15,LifeSpace,Life Simulation,Steam,UK,49.99,14.1,TRUE,"Mod incompatibility","Mod / support",TRUE,"Platform escalation","Denied",14,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500138,2026-01-09,LifeSpace,Life Simulation,PlayStation Store,FR,49.99,18.1,FALSE,"Mod incompatibility","Mod / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500139,2026-03-22,TownLife,Life Simulation,Steam,FR,0.00,7.8,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500140,2026-02-25,LifeSpace,Life Simulation,Xbox Store,FR,49.99,17.7,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500141,2026-01-27,Streetline Skate,Skateboarding,Xbox Store,DE,39.99,12.2,FALSE,"Online park desync","Online / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500142,2026-01-18,Zero Hour Arena,Shooter Live Service,Steam,UK,0.00,14.6,TRUE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","Chargeback risk",3,"Standard storefront review for anti-cheat appeal"
RF-500143,2025-10-18,Streetline Skate,Skateboarding,Steam,CA,39.99,17.3,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500144,2026-02-08,Apex Circuit,Racing,Xbox Store,AU,59.99,14.1,FALSE,"License content mismatch","License / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500145,2026-03-13,Club Director Pro,Strategy Management,Xbox Store,CA,39.99,6.3,TRUE,"UI scaling issue","UI / support",FALSE,"Storefront auto-approved","Approved",3,"Standard storefront review for ui scaling issue"
RF-500146,2026-02-25,TownLife,Life Simulation,PlayStation Store,FR,0.00,6.6,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500147,2026-01-22,Zero Hour Arena,Shooter Live Service,PlayStation Store,US,0.00,17.2,FALSE,"Matchmaking instability","Matchmaking / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for matchmaking instability"
RF-500148,2026-02-12,Zero Hour Arena,Shooter Live Service,PlayStation Store,UK,0.00,4.7,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500149,2026-01-14,Chronicle Vale,RPG Adventure,Epic Store,CA,59.99,9.0,FALSE,"Quest blocker","Quest / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500150,2026-01-03,LifeSpace,Life Simulation,PlayStation Store,UK,49.99,7.4,TRUE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","Chargeback risk",1,"Standard storefront review for save corruption"
RF-500151,2025-12-06,TownLife,Life Simulation,Xbox Store,JP,0.00,12.1,FALSE,"Mod update broke save","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500152,2026-03-20,Apex Circuit,Racing,Epic Store,DE,59.99,12.5,FALSE,"License content mismatch","License / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500153,2025-12-26,Chronicle Vale,RPG Adventure,PlayStation Store,JP,59.99,11.2,FALSE,"Quest blocker","Quest / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for quest blocker"
RF-500154,2025-10-09,TownLife,Life Simulation,Xbox Store,DE,0.00,8.3,FALSE,"Account entitlement issue","Account / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for account entitlement issue"
RF-500155,2026-01-25,LifeSpace,Life Simulation,Xbox Store,US,49.99,9.1,TRUE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","Partial credit issued",4,"Standard storefront review for mod incompatibility"
RF-500156,2026-03-25,TownLife,Life Simulation,Xbox Store,US,0.00,13.7,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500157,2026-05-09,Zero Hour Arena,Shooter Live Service,Steam,DE,0.00,9.2,FALSE,"Battle pass chargeback","Battle / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for battle pass chargeback"
RF-500158,2025-12-04,Hearthwild,Survival Crafting,PlayStation Store,US,34.99,15.9,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500159,2025-12-19,TownLife,Life Simulation,PlayStation Store,DE,0.00,19.2,FALSE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500160,2026-03-11,Zero Hour Arena,Shooter Live Service,Xbox Store,JP,0.00,17.4,FALSE,"Battle pass chargeback","Battle / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for battle pass chargeback"
RF-500161,2026-02-25,LifeSpace,Life Simulation,Epic Store,UK,49.99,15.2,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500162,2025-12-08,LifeSpace,Life Simulation,Xbox Store,CA,49.99,14.1,TRUE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","Approved",5,"Standard storefront review for dlc value complaint"
RF-500163,2026-01-06,Hearthwild,Survival Crafting,Epic Store,FR,34.99,14.9,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500164,2026-01-26,LifeSpace,Life Simulation,Steam,UK,49.99,4.4,TRUE,"Mod incompatibility","Mod / support",TRUE,"Legal/privacy review","Partial credit issued",12,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500165,2025-12-26,TownLife,Life Simulation,Steam,JP,0.00,16.5,FALSE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500166,2026-01-20,Club Director Pro,Strategy Management,Epic Store,US,39.99,11.0,FALSE,"UI scaling issue","UI / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for ui scaling issue"
RF-500167,2025-10-29,LifeSpace,Life Simulation,Steam,FR,49.99,13.0,FALSE,"Save corruption","Save / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for save corruption"
RF-500168,2026-01-14,Hearthwild,Survival Crafting,Steam,UK,34.99,15.6,FALSE,"Early access content gap","Early / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for early access content gap"
RF-500169,2025-12-22,Zero Hour Arena,Shooter Live Service,Xbox Store,AU,0.00,16.7,FALSE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500170,2026-02-07,Zero Hour Arena,Shooter Live Service,Steam,DE,0.00,16.4,FALSE,"Anti-cheat appeal","Anti-cheat / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for anti-cheat appeal"
RF-500171,2026-06-01,TownLife,Life Simulation,Epic Store,DE,0.00,11.3,FALSE,"Expansion compatibility","Expansion / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for expansion compatibility"
RF-500172,2026-01-09,Streetline Skate,Skateboarding,Epic Store,US,39.99,5.2,FALSE,"Performance on older console","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500173,2026-04-30,Streetline Skate,Skateboarding,Steam,JP,39.99,6.3,FALSE,"Controller calibration","Controller / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for controller calibration"
RF-500174,2026-05-28,Apex Circuit,Racing,Xbox Store,UK,59.99,4.3,TRUE,"Wheel support issue","Wheel / support",FALSE,"Storefront auto-approved","Denied",4,"Standard storefront review for wheel support issue"
RF-500175,2026-02-06,TownLife,Life Simulation,Xbox Store,FR,0.00,7.0,FALSE,"Account entitlement issue","Account / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for account entitlement issue"
RF-500176,2026-05-13,Apex Circuit,Racing,PlayStation Store,US,59.99,17.1,FALSE,"License content mismatch","License / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500177,2026-03-30,Club Director Pro,Strategy Management,Steam,JP,39.99,15.7,FALSE,"Database import failure","Database / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500178,2026-05-02,Chronicle Vale,RPG Adventure,Epic Store,AU,59.99,14.2,FALSE,"Regional price dispute","Regional / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500179,2026-04-02,LifeSpace,Life Simulation,Steam,US,49.99,17.9,FALSE,"Mod incompatibility","Mod / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500180,2026-01-29,Hearthwild,Survival Crafting,Xbox Store,US,34.99,11.3,FALSE,"Co-op connection failure","Co-op / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500181,2026-04-07,Zero Hour Arena,Shooter Live Service,PlayStation Store,US,0.00,15.7,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500182,2025-10-19,Zero Hour Arena,Shooter Live Service,Xbox Store,DE,0.00,1.3,TRUE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","Denied",5,"Standard storefront review for skin entitlement issue"
RF-500183,2026-03-25,Club Director Pro,Strategy Management,Xbox Store,BR,39.99,15.5,FALSE,"Localization error","Localization / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for localization error"
RF-500184,2026-04-11,Chronicle Vale,RPG Adventure,PlayStation Store,BR,59.99,1.3,FALSE,"Performance stutter","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500185,2025-11-16,TownLife,Life Simulation,Epic Store,AU,0.00,12.2,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500186,2025-12-28,Apex Circuit,Racing,Epic Store,JP,59.99,12.3,FALSE,"Career mode repetition","Career / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
